word_a,word_b,ipa_a,ipa_b,distance
jiē lián,qiáo liáng,tɕjɛljɛn,tɕʰjɑʊljɑŋ,0.45
jiē lián,jiě pōu,tɕjɛljɛn,tɕjɛpʰoʊ,0.46875
jiē lián,tǎo yàn,tɕjɛljɛn,tʰɑʊjɛn,0.46875
jiē lián,jiē fā,tɕjɛljɛn,tɕjɛfa,0.46875
jiē lián,jiě chú,tɕjɛljɛn,tɕjɛʈʂʰu,0.46875
jiē lián,zhì liáo,tɕjɛljɛn,ʈʂɨljɑʊ,0.46875
jiē lián,jìn zhǎn,tɕjɛljɛn,tɕinʈʂan,0.46875
shuǐ lì,spices,ʂweɪli,spaɪsɪz,0.5357142857142856
shuǐ lì,phd,ʂweɪli,pieɪʧdi,0.5357142857142857
shuǐ lì,delaney,ʂweɪli,dəleɪni,0.5357142857142857
shuǐ lì,straits,ʂweɪli,streɪts,0.5357142857142857
shuǐ lì,cycles,ʂweɪli,saɪkəlz,0.5357142857142857
shuǐ lì,estates,ʂweɪli,ɛsteɪts,0.5357142857142857
shuǐ lì,specials,ʂweɪli,spɛʃəlz,0.5357142857142857
shuǐ lì,seychelles,ʂweɪli,seɪʃɛlz,0.5357142857142857
shuǐ lì,stages,ʂweɪli,steɪʤɪz,0.5357142857142857
shuǐ lì,anomaly,ʂweɪli,ənɑməli,0.5357142857142857
shuǐ lì,zuàn shí,ʂweɪli,tswanʂɨ,0.49999999999999994
shuǐ lì,guāng lín,ʂweɪli,kwɑŋlin,0.49999999999999994
shuǐ lì,huì bào,ʂweɪli,xweɪpɑʊ,0.49999999999999994
shuǐ lì,guī ju,ʂweɪli,kweɪtɕy,0.49999999999999994
shuǐ lì,wéi jīn,ʂweɪli,weɪtɕin,0.49999999999999994
shuǐ lì,yì wèi zhe,ʂweɪli,iweɪʈʂɤ,0.49999999999999994
shuǐ lì,duì fāng,ʂweɪli,tweɪfɑŋ,0.49999999999999994
shuǐ lì,huí bào,ʂweɪli,xweɪpɑʊ,0.49999999999999994
shuǐ lì,huí shōu,ʂweɪli,xweɪʂoʊ,0.49999999999999994
shuǐ lì,wéi qī,ʂweɪli,weɪtɕʰi,0.49999999999999994
yates,rating,jeɪts,reɪtɪŋ,0.5
yates,fats,jeɪts,fæts,0.5
yates,routes,jeɪts,rʊts,0.5
yates,coats,jeɪts,koʊts,0.5
yates,fonts,jeɪts,fɑnts,0.5
yates,aims,jeɪts,eɪmz,0.5
yates,cato,jeɪts,keɪtoʊ,0.5
yates,matrix,jeɪts,meɪtrɪks,0.5
yates,carts,jeɪts,kɑrts,0.5
yates,sweets,jeɪts,swits,0.5
yates,biàn lì,jeɪts,pjɛnli,0.6249999999999999
yates,mín zú,jeɪts,mintsu,0.6249999999999999
yates,zì zhǔ,jeɪts,tsɯʈʂu,0.6249999999999999
yates,wéi shǒu,jeɪts,weɪʂoʊ,0.6249999999999999
yates,wēi xié,jeɪts,weɪɕjɛ,0.6249999999999999
yates,wéi rào,jeɪts,weɪʐɑʊ,0.6249999999999999
yates,yàn shōu,jeɪts,jɛnʂoʊ,0.6249999999999999
yates,nèi róng,jeɪts,neɪʐʊŋ,0.6249999999999999
yates,wèi xīng,jeɪts,weɪɕiŋ,0.6249999999999999
yates,shuǐ ní,jeɪts,ʂweɪni,0.6249999999999999
anson,handle,ænsən,hændəl,0.41666666666666663
anson,interred,ænsən,ɪntərd,0.41666666666666663
anson,kaplan,ænsən,kæplən,0.41666666666666663
anson,panther,ænsən,pænθər,0.41666666666666663
anson,candle,ænsən,kændəl,0.41666666666666663
anson,tension,ænsən,tɛnʃən,0.41666666666666663
anson,insult,ænsən,ɪnsəlt,0.41666666666666663
anson,lyndon,ænsən,lɪndən,0.41666666666666663
anson,barton,ænsən,bɑrtən,0.41666666666666663
anson,capsule,ænsən,kæpsəl,0.41666666666666663
anson,ān zhuāng,ænsən,anʈʂwɑŋ,0.5357142857142857
anson,suí shēn,ænsən,sweɪʂən,0.5357142857142857
anson,nán kān,ænsən,nankʰan,0.5357142857142857
anson,shén xiān,ænsən,ʂənɕjɛn,0.5357142857142857
anson,xīn xiān,ænsən,ɕinɕjɛn,0.5357142857142857
anson,dàn shuǐ,ænsən,tanʂweɪ,0.5357142857142857
anson,yuán xiān,ænsən,ɥœnɕjɛn,0.5357142857142857
anson,wǎng zhàn,ænsən,wɑŋʈʂan,0.5357142857142857
anson,lùn wén,ænsən,lwənwən,0.5357142857142857
anson,gān zào,ænsən,kantsɑʊ,0.5357142857142857
borneo,cornerstone,bɔrnioʊ,kɔrnərstoʊn,0.5227272727272727
borneo,montevideo,bɔrnioʊ,mɑntɛvɪdioʊ,0.5227272727272727
borneo,domenico,bɔrnioʊ,doʊmeɪnikoʊ,0.5227272727272727
borneo,barcelona,bɔrnioʊ,bɑrsɪloʊnə,0.525
borneo,filipinos,bɔrnioʊ,fɪləpinoʊz,0.525
borneo,moldova,bɔrnioʊ,moʊldoʊvə,0.5277777777777777
borneo,potatoes,bɔrnioʊ,pəteɪtoʊz,0.5277777777777777
borneo,furnishings,bɔrnioʊ,fərnɪʃɪŋz,0.5277777777777778
borneo,affordable,bɔrnioʊ,əfɔrdəbəl,0.5277777777777778
borneo,portrayal,bɔrnioʊ,pɔrtreɪəl,0.5277777777777778
borneo,chéng jiāo,bɔrnioʊ,ʈʂʰɤŋtɕjɑʊ,0.7
borneo,fēi qín zǒu shòu,bɔrnioʊ,feɪtɕʰintsoʊʂoʊ,0.7
borneo,miǎn qiǎng,bɔrnioʊ,mjɛntɕʰjɑŋ,0.7
borneo,gēn shēn dì gù,bɔrnioʊ,kənʂəntiku,0.7
borneo,míng xìn piàn,bɔrnioʊ,miŋɕinpʰjɛn,0.7045454545454546
borneo,shuǐ lóng tóu,bɔrnioʊ,ʂweɪlʊŋtʰoʊ,0.7045454545454546
borneo,jiǎn tǐ zì,bɔrnioʊ,tɕjɛntʰitsɯ,0.7045454545454546
borneo,diū sān là sì,bɔrnioʊ,tjoʊsanlasɯ,0.7045454545454546
borneo,shí shì qiú shì,bɔrnioʊ,ʂɨʂɨtɕʰjoʊʂɨ,0.7083333333333334
borneo,jiàn yì yǒng wéi,bɔrnioʊ,tɕjɛniyʊŋweɪ,0.7083333333333334
heterogeneous,anthropological,hɛtərəʤinjəs,ænθrəpəlɑʤəkəl,0.6607142857142857
heterogeneous,classifications,hɛtərəʤinjəs,klæsəfəkeɪʃənz,0.6607142857142857
heterogeneous,stabilization,hɛtərəʤinjəs,steɪbələzeɪʃən,0.6607142857142857
heterogeneous,psychoanalysis,hɛtərəʤinjəs,saɪkoʊənælɪsɪs,0.6607142857142857
heterogeneous,hydrocarbons,hɛtərəʤinjəs,haɪdroʊkɑrbənz,0.6607142857142857
heterogeneous,perpendicular,hɛtərəʤinjəs,pərpəndɪkjələr,0.6607142857142858
heterogeneous,coeducational,hɛtərəʤinjəs,koʊɛʤəkeɪʃənəl,0.6607142857142858
heterogeneous,advertisements,hɛtərəʤinjəs,ædvərtaɪzmənts,0.6607142857142858
heterogeneous,extraordinary,hɛtərəʤinjəs,ɛkstrəɔrdənɛri,0.6607142857142858
heterogeneous,fayetteville,hɛtərəʤinjəs,feɪɛtvɪl,0.6666666666666666
heterogeneous,zhī zú cháng lè,hɛtərəʤinjəs,ʈʂɨtsuʈʂʰɑŋlɤ,0.8269230769230769
heterogeneous,jì wǎng kāi lái,hɛtərəʤinjəs,tɕiwɑŋkʰaɪlaɪ,0.8269230769230769
heterogeneous,qǐ yǒu cǐ lǐ,hɛtərəʤinjəs,tɕʰiyoʊtsʰɯli,0.826923076923077
heterogeneous,qián yí mò huà,hɛtərəʤinjəs,tɕʰjɛnimwɔxwa,0.8269230769230771
heterogeneous,miáo huì,hɛtərəʤinjəs,mjɑʊxweɪ,0.8333333333333333
heterogeneous,shì fàn,hɛtərəʤinjəs,ʂɨfan,0.8333333333333333
heterogeneous,zhèng hǎo,hɛtərəʤinjəs,ʈʂɤŋxɑʊ,0.8333333333333333
heterogeneous,jiǎng shǎng,hɛtərəʤinjəs,tɕjɑŋʂɑŋ,0.8333333333333333
heterogeneous,shēng rì,hɛtərəʤinjəs,ʂɤŋʐɨ,0.8333333333333333
heterogeneous,zhōng zhǐ,hɛtərəʤinjəs,ʈʂʊŋʈʂɨ,0.8333333333333333
simon,mason,saɪmən,meɪsən,0.41666666666666663
simon,hoffman,saɪmən,hɔfmən,0.41666666666666663
simon,tire,saɪmən,taɪər,0.41666666666666663
simon,spain,saɪmən,speɪn,0.41666666666666663
simon,minor,saɪmən,maɪnər,0.41666666666666663
simon,skinner,saɪmən,skɪnər,0.41666666666666663
simon,basin,saɪmən,beɪsən,0.41666666666666663
simon,herman,saɪmən,hərmən,0.41666666666666663
simon,sadness,saɪmən,sædnəs,0.41666666666666663
simon,stain,saɪmən,steɪn,0.41666666666666663
simon,càn làn,saɪmən,tsʰanlan,0.5625
simon,tuán yuán,saɪmən,tʰwanɥœn,0.5625
simon,zhěng dùn,saɪmən,ʈʂɤŋtwən,0.5625
simon,duàn liàn,saɪmən,twanljɛn,0.5625
simon,chèn shān,saɪmən,ʈʂʰənʂan,0.5625
simon,xiāng zhèn,saɪmən,ɕjɑŋʈʂən,0.5625
simon,dàn chén,saɪmən,tanʈʂʰən,0.5625
simon,yào bù rán,saɪmən,jɑʊpuʐan,0.5625
simon,chéng rèn,saɪmən,ʈʂʰɤŋʐən,0.5625
simon,zhí mín dì,saɪmən,ʈʂɨminti,0.5625
unifying,administering,junəfaɪɪŋ,ædmɪnɪstərɪŋ,0.5625
unifying,groundbreaking,junəfaɪɪŋ,graʊnbreɪkɪŋ,0.5625
unifying,indianapolis,junəfaɪɪŋ,ɪndiənæpəlɪs,0.5625
unifying,stimulating,junəfaɪɪŋ,stɪmjəleɪtɪŋ,0.5625
unifying,collaborating,junəfaɪɪŋ,kəlæbəreɪtɪŋ,0.5625
unifying,conservation,junəfaɪɪŋ,kɑnsərveɪʃən,0.5625000000000001
unifying,technological,junəfaɪɪŋ,tɛknəlɑʤɪkəl,0.5625000000000001
unifying,intensified,junəfaɪɪŋ,ɪntɛnsɪfaɪd,0.5681818181818181
unifying,excavated,junəfaɪɪŋ,ɛkskəveɪtɪd,0.5681818181818181
unifying,inflammation,junəfaɪɪŋ,ɪnfləmeɪʃən,0.5681818181818181
unifying,kǔ jìn gān lái,junəfaɪɪŋ,kʰutɕinkanlaɪ,0.7692307692307693
unifying,qián yí mò huà,junəfaɪɪŋ,tɕʰjɛnimwɔxwa,0.7692307692307693
unifying,bá miáo zhù zhǎng,junəfaɪɪŋ,pamjɑʊʈʂuʈʂɑŋ,0.7692307692307693
unifying,jīng jīng yè yè,junəfaɪɪŋ,tɕiŋtɕiŋjɛjɛ,0.7708333333333333
unifying,bó dà jīng shēn,junəfaɪɪŋ,pwɔtatɕiŋʂən,0.7708333333333333
unifying,bù xiāng shàng xià,junəfaɪɪŋ,puɕjɑŋʂɑŋɕja,0.7708333333333334
unifying,rè lèi yíng kuàng,junəfaɪɪŋ,ʐɤleɪiŋkʰwɑŋ,0.7708333333333334
unifying,qīng shào nián,junəfaɪɪŋ,tɕʰiŋʂɑʊnjɛn,0.7708333333333334
unifying,gè shū jǐ jiàn,junəfaɪɪŋ,kɤʂutɕitɕjɛn,0.7708333333333334
unifying,jiàn quán,junəfaɪɪŋ,tɕjɛntɕʰɥœn,0.7727272727272727
manned,ballad,mænd,bæləd,0.4
manned,stand,mænd,stænd,0.4
manned,bends,mænd,bɛndz,0.4
manned,model,mænd,mɑdəl,0.4
manned,mazda,mænd,mɑzdə,0.4
manned,mines,mænd,maɪnz,0.4
manned,gandhi,mænd,gɑndi,0.4
manned,blend,mænd,blɛnd,0.4
manned,kind,mænd,kaɪnd,0.4
manned,manor,mænd,mænər,0.4
manned,wán jù,mænd,wantɕy,0.5833333333333333
manned,fàn wéi,mænd,fanweɪ,0.5833333333333333
manned,mái mò,mænd,maɪmwɔ,0.5833333333333333
manned,máng máng,mænd,mɑŋmɑŋ,0.5833333333333333
manned,miǎn lì,mænd,mjɛnli,0.5833333333333333
manned,mó fàn,mænd,mwɔfan,0.5833333333333333
manned,pǐn dé,mænd,pʰintɤ,0.5833333333333333
manned,nán shòu,mænd,nanʂoʊ,0.5833333333333333
manned,fán huá,mænd,fanxwa,0.5833333333333333
manned,pén dì,mænd,pʰənti,0.5833333333333333
geothermal,leone,ʤioʊθərməl,lioʊn,0.625
geothermal,imprisonment,ʤioʊθərməl,ɪmprɪzənmənt,0.625
geothermal,waller,ʤioʊθərməl,wɔlər,0.625
geothermal,hosted,ʤioʊθərməl,hoʊstɪd,0.625
geothermal,skeletal,ʤioʊθərməl,skɛlətəl,0.625
geothermal,laundering,ʤioʊθərməl,lɔndərɪŋ,0.625
geothermal,peter's,ʤioʊθərməl,pitərz,0.625
geothermal,pressure,ʤioʊθərməl,prɛʃər,0.625
geothermal,tolerate,ʤioʊθərməl,tɑləreɪt,0.625
geothermal,repression,ʤioʊθərməl,riprɛʃən,0.625
geothermal,lǐng huì,ʤioʊθərməl,liŋxweɪ,0.7750000000000001
geothermal,wú néng wéi lì,ʤioʊθərməl,unɤŋweɪli,0.7750000000000001
geothermal,mǐn ruì,ʤioʊθərməl,minʐweɪ,0.7750000000000001
geothermal,zī wèi,ʤioʊθərməl,tsɯweɪ,0.7750000000000001
geothermal,suǒ wèi,ʤioʊθərməl,swɔweɪ,0.7750000000000001
geothermal,dé zuì,ʤioʊθərməl,tɤtsweɪ,0.7750000000000001
geothermal,mó guǐ,ʤioʊθərməl,mwɔkweɪ,0.7750000000000001
geothermal,sè cǎi,ʤioʊθərməl,sɤtsʰaɪ,0.7750000000000001
geothermal,cóng lái,ʤioʊθərməl,tsʰʊŋlaɪ,0.7750000000000001
geothermal,shè huì,ʤioʊθərməl,ʂɤxweɪ,0.7750000000000001
landslide,transplantation,lænslaɪd,trænzplænteɪʃən,0.5333333333333333
landslide,transformation,lænslaɪd,trænsfərmeɪʃən,0.5357142857142857
landslide,unidentified,lænslaɪd,ənaɪdɛntəfaɪd,0.5384615384615384
landslide,concentrating,lænslaɪd,kɑnsəntreɪtɪŋ,0.5384615384615385
landslide,consolidated,lænslaɪd,kənsɑlədeɪtəd,0.5384615384615385
landslide,pennsylvania,lænslaɪd,pɛnsəlveɪnjə,0.5416666666666667
landslide,promulgated,lænslaɪd,prɑməlgeɪtəd,0.5416666666666667
landslide,confiscated,lænslaɪd,kɑnfəskeɪtəd,0.5416666666666667
landslide,popularized,lænslaɪd,pɑpjələraɪzd,0.5416666666666667
landslide,dilapidated,lænslaɪd,dɪlæpədeɪtɪd,0.5416666666666667
landslide,zhèng jiàn,lænslaɪd,ʈʂɤŋtɕjɛn,0.6388888888888888
landslide,tiān zhēn,lænslaɪd,tʰjɛnʈʂən,0.6388888888888888
landslide,tiǎo zhàn,lænslaɪd,tʰjɑʊʈʂan,0.6388888888888888
landslide,lǎo bǎi xìng,lænslaɪd,lɑʊpaɪɕiŋ,0.6388888888888888
landslide,cān guān,lænslaɪd,tsʰankwan,0.6388888888888888
landslide,jīng cǎi,lænslaɪd,tɕiŋtsʰaɪ,0.6388888888888888
landslide,bìng cún,lænslaɪd,piŋtsʰwən,0.6388888888888888
landslide,zēng tiān,lænslaɪd,tsɤŋtʰjɛn,0.6388888888888888
landslide,yuán quán,lænslaɪd,ɥœntɕʰɥœn,0.6388888888888888
landslide,xiāng jiāo,lænslaɪd,ɕjɑŋtɕjɑʊ,0.6388888888888888
carol,devil,kɛrəl,dɛvəl,0.4
carol,serra,kɛrəl,sɛrə,0.4
carol,kenneth,kɛrəl,kɛnɪθ,0.4
carol,cautious,kɛrəl,kɔʃəs,0.4
carol,care,kɛrəl,kɛr,0.4
carol,court,kɛrəl,kɔrt,0.4
carol,clara,kɛrəl,klɛrə,0.4
carol,currie,kɛrəl,kəri,0.4
carol,commit,kɛrəl,kəmɪt,0.4
carol,parish,kɛrəl,pɛrɪʃ,0.4
carol,shú liàn,kɛrəl,ʂuljɛn,0.7499999999999999
carol,lái yuán,kɛrəl,laɪɥœn,0.7499999999999999
carol,nián,kɛrəl,njɛn,0.75
carol,cāo liàn,kɛrəl,tsʰɑʊljɛn,0.75
carol,gōng mín,kɛrəl,kʊŋmin,0.75
carol,yè zi,kɛrəl,jɛtsɯ,0.75
carol,hú tòng,kɛrəl,xutʰʊŋ,0.75
carol,bù mén,kɛrəl,pumən,0.75
carol,gōng shì,kɛrəl,kʊŋʂɨ,0.75
carol,gē bo,kɛrəl,kɤpwɔ,0.75
jué xīn,politician,tɕɥœɕin,pɑlətɪʃən,0.6666666666666666
jué xīn,descendants,tɕɥœɕin,dɪsɛnɪnts,0.6666666666666666
jué xīn,devonian,tɕɥœɕin,dɪvoʊniən,0.6666666666666666
jué xīn,networking,tɕɥœɕin,nɛtwərkɪŋ,0.6666666666666666
jué xīn,mediation,tɕɥœɕin,midieɪʃən,0.6666666666666666
jué xīn,subterranean,tɕɥœɕin,səbtəreɪniən,0.6666666666666666
jué xīn,inhabited,tɕɥœɕin,ɪnhæbətəd,0.6666666666666666
jué xīn,sequences,tɕɥœɕin,sikwənsɪz,0.6666666666666666
jué xīn,afterward,tɕɥœɕin,æftərwərd,0.6666666666666666
jué xīn,distinguishes,tɕɥœɕin,dɪstɪŋgwɪʃɪz,0.6666666666666666
jué xīn,zǐ xì,tɕɥœɕin,tsɯɕi,0.49999999999999994
jué xīn,qǐ yuán,tɕɥœɕin,tɕʰiɥœn,0.49999999999999994
jué xīn,jī lì,tɕɥœɕin,tɕili,0.49999999999999994
jué xīn,zī yuán,tɕɥœɕin,tsɯɥœn,0.49999999999999994
jué xīn,qiǎn,tɕɥœɕin,tɕʰjɛn,0.49999999999999994
jué xīn,qiàn,tɕɥœɕin,tɕʰjɛn,0.49999999999999994
jué xīn,jí duān,tɕɥœɕin,tɕitwan,0.49999999999999994
jué xīn,jī běn,tɕɥœɕin,tɕipən,0.49999999999999994
jué xīn,guò yǐn,tɕɥœɕin,kwɔin,0.49999999999999994
jué xīn,jiā bān,tɕɥœɕin,tɕjapan,0.49999999999999994
adam,thumb,ædəm,θəm,0.5
adam,astor,ædəm,æstər,0.5
adam,baden,ædəm,beɪdən,0.5
adam,staten,ædəm,stætən,0.5
adam,wider,ædəm,waɪdər,0.5
adam,action,ædəm,ækʃən,0.5
adam,dancer,ædəm,dænsər,0.5
adam,bandit,ædəm,bændət,0.5
adam,ton,ædəm,tən,0.5
adam,mountain,ædəm,maʊntən,0.5
adam,dà tǐ,ædəm,tatʰi,0.7
adam,chèn,ædəm,ʈʂʰən,0.7
adam,ěr duo,ædəm,ɑɻtwɔ,0.7
adam,dǎ liè,ædəm,taljɛ,0.7
adam,duō me,ædəm,twɔmɤ,0.7
adam,dǎ jī,ædəm,tatɕi,0.7
adam,dǎ bāo,ædəm,tapɑʊ,0.7
adam,bǎo mì,ædəm,pɑʊmi,0.7
adam,bǎo mǔ,ædəm,pɑʊmu,0.7
adam,dǎ sǎo,ædəm,tasɑʊ,0.7
extermination,telecommunications,ɪkstərməneɪʃən,tɛləkəmjunəkeɪʃənz,0.5138888888888888
extermination,extracurricular,ɪkstərməneɪʃən,ɛkstrəkərɪkjələr,0.515625
extermination,intercontinental,ɪkstərməneɪʃən,ɪntərkɑntənɛntəl,0.515625
extermination,african-american,ɪkstərməneɪʃən,æfrɪkənəmɛrɪkən,0.5166666666666667
extermination,agitation,ɪkstərməneɪʃən,æʤəteɪʃən,0.5178571428571428
extermination,surveyor,ɪkstərməneɪʃən,sərveɪər,0.5178571428571428
extermination,retribution,ɪkstərməneɪʃən,rɛtrəbjuʃən,0.5178571428571428
extermination,undermine,ɪkstərməneɪʃən,əndərmaɪn,0.5178571428571428
extermination,mathematicians,ɪkstərməneɪʃən,mæθəmətɪʃənz,0.5178571428571428
extermination,determined,ɪkstərməneɪʃən,dɪtərmənd,0.5178571428571428
extermination,céng chū bù qióng,ɪkstərməneɪʃən,tsʰɤŋʈʂʰuputɕʰjʊŋ,0.8088235294117647
extermination,bǎo jīng cāng sāng,ɪkstərməneɪʃən,pɑʊtɕiŋtsʰɑŋsɑŋ,0.8166666666666667
extermination,zhēng xiān kǒng hòu,ɪkstərməneɪʃən,ʈʂɤŋɕjɛnkʰʊŋxoʊ,0.8166666666666667
extermination,bó zi,ɪkstərməneɪʃən,pwɔtsɯ,0.8214285714285714
extermination,yí qì,ɪkstərməneɪʃən,itɕʰi,0.8214285714285714
extermination,xíng li xiāng,ɪkstərməneɪʃən,ɕiŋliɕjɑŋ,0.8214285714285714
extermination,kōng qì,ɪkstərməneɪʃən,kʰʊŋtɕʰi,0.8214285714285714
extermination,biǎo míng,ɪkstərməneɪʃən,pjɑʊmiŋ,0.8214285714285714
extermination,kǒng pà,ɪkstərməneɪʃən,kʰʊŋpʰa,0.8214285714285714
extermination,biāo zhì,ɪkstərməneɪʃən,pjɑʊʈʂɨ,0.8214285714285714
cylinders,volunteering,sɪləndərz,vɔləntɪrɪŋ,0.45
cylinders,valentine's,sɪləndərz,væləntaɪnz,0.45
cylinders,subtitles,sɪləndərz,səbtaɪtəlz,0.45
cylinders,commentaries,sɪləndərz,kɑməntɛriz,0.45
cylinders,filipinos,sɪləndərz,fɪləpinoʊz,0.45
cylinders,conductors,sɪləndərz,kəndəktərz,0.45
cylinders,rosenberg,sɪləndərz,roʊzənbərg,0.45
cylinders,songwriters,sɪləndərz,sɔŋraɪtərz,0.45
cylinders,identities,sɪləndərz,aɪdɛntɪtiz,0.45
cylinders,dependency,sɪləndərz,dɪpɛndənsi,0.45
cylinders,qià dào hǎo chù,sɪləndərz,tɕʰjatɑʊxɑʊʈʂʰu,0.7833333333333334
cylinders,xīng gāo cǎi liè,sɪləndərz,ɕiŋkɑʊtsʰaɪljɛ,0.7857142857142857
cylinders,yǎo yá qiè chǐ,sɪləndərz,jɑʊjatɕʰjɛʈʂʰɨ,0.7857142857142858
cylinders,kǔ jìn gān lái,sɪləndərz,kʰutɕinkanlaɪ,0.7884615384615384
cylinders,shēn qíng hòu yì,sɪləndərz,ʂəntɕʰiŋxoʊi,0.7916666666666666
cylinders,gè shū jǐ jiàn,sɪləndərz,kɤʂutɕitɕjɛn,0.7916666666666666
cylinders,wù měi jià lián,sɪləndərz,umeɪtɕjaljɛn,0.7916666666666666
cylinders,jí gōng jìn lì,sɪləndərz,tɕikʊŋtɕinli,0.7916666666666666
cylinders,jīng jīng yè yè,sɪləndərz,tɕiŋtɕiŋjɛjɛ,0.7916666666666666
cylinders,rè lèi yíng kuàng,sɪləndərz,ʐɤleɪiŋkʰwɑŋ,0.7916666666666667
impetus,sympathy,ɪmpətəs,sɪmpəθi,0.49999999999999994
impetus,committees,ɪmpətəs,kəmɪtiz,0.49999999999999994
impetus,inlet,ɪmpətəs,ɪnlɛt,0.49999999999999994
impetus,unit's,ɪmpətəs,junɪts,0.49999999999999994
impetus,embark,ɪmpətəs,ɪmbɑrk,0.49999999999999994
impetus,fatal,ɪmpətəs,feɪtəl,0.49999999999999994
impetus,pieter,ɪmpətəs,pitər,0.49999999999999994
impetus,optional,ɪmpətəs,ɔpʃənəl,0.49999999999999994
impetus,opener,ɪmpətəs,oʊpənər,0.49999999999999994
impetus,pulse,ɪmpətəs,pəls,0.49999999999999994
impetus,bó lǎn huì,ɪmpətəs,pwɔlanxweɪ,0.825
impetus,zhuān cháng,ɪmpətəs,ʈʂwanʈʂʰɑŋ,0.825
impetus,xuān chuán,ɪmpətəs,ɕɥœnʈʂʰwan,0.825
impetus,zhuān chéng,ɪmpətəs,ʈʂwanʈʂʰɤŋ,0.825
impetus,huǎng rán dà wù,ɪmpətəs,xwɑŋʐantau,0.825
impetus,kuān chang,ɪmpətəs,kʰwanʈʂʰɑŋ,0.825
impetus,zhèng qián,ɪmpətəs,ʈʂɤŋtɕʰjɛn,0.825
impetus,zhèng quán,ɪmpətəs,ʈʂɤŋtɕʰɥœn,0.825
impetus,jiǎng jiu,ɪmpətəs,tɕjɑŋtɕjoʊ,0.825
impetus,gōng chéng shī,ɪmpətəs,kʊŋʈʂʰɤŋʂɨ,0.825
cuban,usable,kjubən,juzəbəl,0.5357142857142857
cuban,removing,kjubən,rimuvɪŋ,0.5357142857142857
cuban,lineman,kjubən,laɪnmən,0.5357142857142857
cuban,mutual,kjubən,mjuʧuəl,0.5357142857142857
cuban,lesbian,kjubən,lɛzbiən,0.5357142857142857
cuban,hampson,kjubən,hæmpsən,0.5357142857142857
cuban,unions,kjubən,junjənz,0.5357142857142857
cuban,crafted,kjubən,kræftɪd,0.5357142857142857
cuban,caliber,kjubən,kæləbər,0.5357142857142857
cuban,occupy,kjubən,ɑkjəpaɪ,0.5357142857142857
cuban,píng miàn,kjubən,pʰiŋmjɛn,0.59375
cuban,chéng běn,kjubən,ʈʂʰɤŋpən,0.59375
cuban,jiān rèn,kjubən,tɕjɛnʐən,0.59375
cuban,xiào shùn,kjubən,ɕjɑʊʂwən,0.59375
cuban,chōng fèn,kjubən,ʈʂʰʊŋfən,0.59375
cuban,huáng hūn,kjubən,xwɑŋxwən,0.59375
cuban,kòng xián,kjubən,kʰʊŋɕjɛn,0.59375
cuban,guān niàn,kjubən,kwannjɛn,0.59375
cuban,tiān wén,kjubən,tʰjɛnwən,0.59375
cuban,biàn lùn,kjubən,pjɛnlwən,0.59375
leaning,clearing,linɪŋ,klɪrɪŋ,0.41666666666666663
leaning,siding,linɪŋ,saɪdɪŋ,0.41666666666666663
leaning,breathing,linɪŋ,briðɪŋ,0.41666666666666663
leaning,lobbying,linɪŋ,lɑbiɪŋ,0.41666666666666663
leaning,remake,linɪŋ,rimeɪk,0.41666666666666663
leaning,phoenix,linɪŋ,finɪks,0.41666666666666663
leaning,linear,linɪŋ,lɪniər,0.41666666666666663
leaning,drumming,linɪŋ,drəmɪŋ,0.41666666666666663
leaning,dancing,linɪŋ,dænsɪŋ,0.41666666666666663
leaning,dealings,linɪŋ,dilɪŋz,0.41666666666666663
leaning,yí mín,linɪŋ,imin,0.6000000000000001
leaning,cóng,linɪŋ,tsʰʊŋ,0.6000000000000001
leaning,rì lì,linɪŋ,ʐɨli,0.6000000000000001
leaning,dì shì,linɪŋ,tiʂɨ,0.6000000000000001
leaning,sǐ wáng,linɪŋ,sɯwɑŋ,0.6000000000000001
leaning,jīng,linɪŋ,tɕiŋ,0.6000000000000001
leaning,qīng,linɪŋ,tɕʰiŋ,0.6000000000000001
leaning,mì mì,linɪŋ,mimi,0.6000000000000001
leaning,tīng,linɪŋ,tʰiŋ,0.6000000000000001
leaning,jǐng,linɪŋ,tɕiŋ,0.6000000000000001
tape,stays,teɪp,steɪz,0.4
tape,names,teɪp,neɪmz,0.4
tape,named,teɪp,neɪmd,0.4
tape,baby,teɪp,beɪbi,0.4
tape,stage,teɪp,steɪʤ,0.4
tape,frame,teɪp,freɪm,0.4
tape,set-up,teɪp,sɛtəp,0.4
tape,trait,teɪp,treɪt,0.4
tape,maybe,teɪp,meɪbi,0.4
tape,brave,teɪp,breɪv,0.4
tape,jiān yù,teɪp,tɕjɛny,0.5833333333333333
tape,dān rèn,teɪp,tanʐən,0.5833333333333333
tape,jí bié,teɪp,tɕipjɛ,0.5833333333333333
tape,suí shí,teɪp,sweɪʂɨ,0.5833333333333333
tape,nèi hán,teɪp,neɪxan,0.5833333333333333
tape,dá biàn,teɪp,tapjɛn,0.5833333333333333
tape,jìn bù,teɪp,tɕinpu,0.5833333333333333
tape,tè bié,teɪp,tʰɤpjɛ,0.5833333333333333
tape,jiàn yì,teɪp,tɕjɛni,0.5833333333333333
tape,zì yuàn,teɪp,tsɯɥœn,0.5833333333333333
trucks,trieste,trəks,trist,0.45000000000000007
trucks,trout,trəks,traʊt,0.45000000000000007
